theta_h,4b,4c,4d,5a,5b
0.0,-0.0,0.0,0.0,1.000011682510376,0.999981879971287
0.09817477042468103,-2.4801506093718788e-05,6.707079605516664e-09,2.881747244431949e-14,0.9952580525942558,0.9944678386417038
0.19634954084936207,-0.0005989303681990586,1.044732731356698e-06,1.2274033456358494e-09,0.9809085503810593,0.9775548198418846
0.2945243112740431,-0.003031609294423665,9.015304703291154e-07,-5.6139241850545665e-09,0.9515452697559432,0.9239366997912768
0.39269908169872414,-0.007981902354387248,2.5472084339144783e-06,-2.6850731075499096e-07,0.8979887554165593,0.8498066956344701
0.4908738521234052,-0.01484092885328663,1.323551837255546e-05,-1.865974083547921e-06,0.8268726940770428,0.793692101505524
0.5890486225480862,-0.023496410185209943,3.2772033049760795e-05,-1.2281184070299387e-05,0.7429947721835504,0.6797089955473687
0.6872233929727672,-0.02822506506077737,2.7848964301801057e-05,-4.631524759835203e-05,0.6306004615872922,0.5091240551211555
0.7853981633974483,-0.01277359783059942,-3.323217625563915e-10,-8.975649821160061e-05,0.4776854699799902,0.25481424907537686
0.8835729338221293,0.03142268190818496,-0.0008857677178745111,-0.000189220874940898,0.28850239234044395,0.04916644445112306
0.9817477042468103,0.09440067050885209,-0.007462376632972756,-0.0016670507197084378,0.12342099275368668,0.0005913333809749594
1.0799224746714913,0.17900289282891146,-0.03862193845177307,-0.012766081890513861,0.036066542914632294,5.458699694477009e-08
1.1780972450961724,0.31756077616240475,-0.13345064357810207,-0.06517971558005807,0.007584553446695619,1.765427593916208e-14
1.2762720155208536,0.5213756028762118,-0.3302744558608622,-0.22163150691386418,0.0011593955962475172,4.754813503767404e-23
1.3744467859455345,0.7490270945973926,-0.615178580016398,-0.5164027636670747,8.59847844520284e-05,1.1852358807849686e-32
1.4726215563702154,0.9303109982805285,-0.8863112897742671,-0.8486253659626879,6.141531214216476e-07,2.8063061857791735e-39
1.5707963267948966,0.9999999999999569,-0.9999999999998808,-0.999999999999878,0.0,0.0
